Fit Coefficient (NO2),Fit Coefficient Error (NO2),Shift (NO2),Shift Error (NO2),Squeeze (NO2),Squeeze Error (NO2),Quadratic Squeeze (NO2),Quadratic Squeeze Error (NO2),Cubic Squeeze (NO2),Cubic Squeeze Error (NO2),Fit Coefficient (H2O),Fit Coefficient Error (H2O),Shift (H2O),Shift Error (H2O),Squeeze (H2O),Squeeze Error (H2O),Quadratic Squeeze (H2O),Quadratic Squeeze Error (H2O),Cubic Squeeze (H2O),Cubic Squeeze Error (H2O),Fit Coefficient (CHOCHO),Fit Coefficient Error (CHOCHO),Shift (CHOCHO),Shift Error (CHOCHO),Squeeze (CHOCHO),Squeeze Error (CHOCHO),Quadratic Squeeze (CHOCHO),Quadratic Squeeze Error (CHOCHO),Cubic Squeeze (CHOCHO),Cubic Squeeze Error (CHOCHO),Fit Coefficient (O3),Fit Coefficient Error (O3),Shift (O3),Shift Error (O3),Squeeze (O3),Squeeze Error (O3),Quadratic Squeeze (O3),Quadratic Squeeze Error (O3),Cubic Squeeze (O3),Cubic Squeeze Error (O3),Chi Square,Delta,RMS,FitSteps,Poly. Coeff. 0,Poly. Coeff. Error 0,Poly. Coeff. 1,Poly. Coeff. Error 1,Poly. Coeff. 2,Poly. Coeff. Error 2,Poly. Coeff. 3,Poly. Coeff. Error 3,Author,Average,AzimuthAngle,Delta,DeltaRel,Deviation,Device,ElevationAngle,ExposureTime,FitHigh,FitLow,IntensityScale,LightPath,LightSource,Marker,MathHigh,MathLow,Max,MaxChannel,Min,MinChannel,MultiChannelCounter,Name,NumScans,ObjectKey,OpticalDensity,OpticalDensityCenter,OpticalDensityLeft,OpticalDensityRight,Pressure,Remark,ScanMax,Site,StartDate,StartDateAndTime,StartTime,StopDate,StopDateAndTime,StopTime,TemperatureAmbient,TimeZoneOffset,File Number,UserParam4,Center Time,NAddupSpectra,Avg. Intensity,HR Latitude,HR Longitude,I0 Center Time,I0 File Number,#ICEDOAS iter.,CellPressure
0.420808440310092,0.156620421369506,0.0366002940826944,0.0781961396575914,1,0,0,0,0,0,-800694.773159439,2223872.54307379,0.0366002940826944,0.0781961396575914,1,0,0,0,0,0,0.0169069148838716,0.234338924916043,0.0366002940826944,0.0781961396575914,1,0,0,0,0,0,-358.513014412249,2776.9583432717,0.0366002940826944,0.0781961396575914,1,0,0,0,0,0,2.47135442209704E-05,0.00131710462752305,0.000245813572980407,1,1.813304361628,8.28287246774019,-0.0123234335964734,0.0557835189039307,2.79048852850741E-05,0.000125220636539599,-2.10534611501005E-08,9.36895164789225E-08,,4.36236944842891E-17,0,0.00159443942725468,36549848565185.4,0.000271379576879822,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000976250821371316,2047,-0.000618188605883363,0,0,Meas_00000,1000,m_oMeasOptDensity,47159842651.1483,1024,102,1945,971.81,,0,,02/23/2016,2016-02-23 02:55:44,02:55:44,02/23/2016,2016-02-23 02:55:55,02:55:55,24.85,01:00:00,0,-1,02/23/2016 02:55:50,1,2438.2507568332,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921.81
1.36067046222421,0.159605711530508,0.0341051794560616,0.0226171203440802,1,0,0,0,0,0,-6030479.4241629,2263768.89660149,0.0341051794560616,0.0226171203440802,1,0,0,0,0,0,0.0512057604706988,0.235216868197584,0.0341051794560616,0.0226171203440802,1,0,0,0,0,0,-501.42580968216,2824.18599525881,0.0341051794560616,0.0226171203440802,1,0,0,0,0,0,2.55794953200764E-05,0.00153490934265687,0.000250083092783124,2,-2.3769348119912,8.46233496163357,0.0159955291307165,0.0569938093587095,-3.58861795872732E-05,0.000127941157910374,2.68411630896072E-08,9.57277845553957E-08,,-1.50065509025954E-16,0,0.00179909031847503,-11988699669581.4,0.000334694237880304,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000866337185301491,2047,-0.000932753133173536,0,0,Meas_00001,1000,m_oMeasOptDensity,190650668959319,1024,102,1945,971.7884,,0,,02/23/2016,2016-02-23 02:55:57,02:55:57,02/23/2016,2016-02-23 02:56:07,02:56:07,24.82,01:00:00,1,-1,02/23/2016 02:56:02,1,2456.03851343378,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921.7884
1.36166394195707,0.150284627326935,0.0667708473376371,0.0213725109044184,1,0,0,0,0,0,-5939766.86397417,2131787.85764927,0.0667708473376371,0.0213725109044184,1,0,0,0,0,0,-0.0183086711467912,0.218207731376029,0.0667708473376371,0.0213725109044184,1,0,0,0,0,0,-38.7324493209712,2657.23963056307,0.0667708473376371,0.0213725109044184,1,0,0,0,0,0,2.26792899128377E-05,0.0014098865195265,0.000235479482291239,3,-1.87413453513111,7.99011135899686,0.0125896964106794,0.0538150467609363,-2.81960251355553E-05,0.000120809145697421,2.10531818451556E-08,9.03943169141228E-08,,1.0556934065198E-16,0,0.00198357019287099,18789263820544.6,0.000333025767887081,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000964355446861243,2047,-0.00101921474600974,0,0,Meas_00002,1000,m_oMeasOptDensity,40392905200.0476,1024,102,1945,971.77,,0,,02/23/2016,2016-02-23 02:56:08,02:56:08,02/23/2016,2016-02-23 02:56:18,02:56:18,24.82,01:00:00,2,-1,02/23/2016 02:56:13,1,2458.82709180807,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921.77
1.31638113326758,0.163720695393168,0.00659685218436547,0.0254168036077703,1,0,0,0,0,0,-3858138.5669934,2322041.95858671,0.00659685218436547,0.0254168036077703,1,0,0,0,0,0,0.0722535895007897,0.244718306764385,0.00659685218436547,0.0254168036077703,1,0,0,0,0,0,-634.595170361324,2899.50646260479,0.00659685218436547,0.0254168036077703,1,0,0,0,0,0,2.69105616710542E-05,0.00173502841998689,0.000256507297980854,1,5.74414855526707,8.65200748623074,-0.0386626512460307,0.0582695701273794,8.67308100995171E-05,0.000130801220392687,-6.48442756974017E-08,9.78648768522684E-08,,2.09393733524587E-17,0,0.00197215089845626,94183854753451.1,0.000335047584355068,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000891217649345633,2047,-0.00108093324911063,0,0,Meas_00003,1000,m_oMeasOptDensity,0,1024,102,1945,971.7467,,0,,02/23/2016,2016-02-23 02:56:19,02:56:19,02/23/2016,2016-02-23 02:56:29,02:56:29,24.86,01:00:00,3,-1,02/23/2016 02:56:24,1,2459.12507962775,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921.7467
1.24600130552246,0.150466306912196,0.00943728036375495,0.0239549543355914,1,0,0,0,0,0,-4721081.49492486,2134243.92498738,0.00943728036375495,0.0239549543355914,1,0,0,0,0,0,0.00386808277239366,0.224904692506407,0.00943728036375495,0.0239549543355914,1,0,0,0,0,0,-711.956964839769,2664.95871781155,0.00943728036375495,0.0239549543355914,1,0,0,0,0,0,2.2726192686144E-05,0.001409957716142,0.000235722852583256,1,4.08500805941027,7.93927134761229,-0.0275291162243026,0.0534694293911708,6.18291849536512E-05,0.000120026053927708,-4.62804549957329E-08,8.98029499813266E-08,,-1.30871083452867E-18,0,0.00203585451896648,-1.55561829645866E+15,0.000320389692031268,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.00102770770182325,2047,-0.00100814681714323,0,0,Meas_00004,1000,m_oMeasOptDensity,46748434653.7756,1024,102,1945,971765,,0,,02/23/2016,2016-02-23 02:56:31,02:56:31,02/23/2016,2016-02-23 02:56:41,02:56:41,24.93,01:00:00,4,-1,02/23/2016 02:56:36,1,2459.7749001801,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921765
1.33944729587114,0.157655300285542,0.0336539959262139,0.0221627254183584,1,0,0,0,0,0,-6601878.20370177,2236147.42614514,0.0336539959262139,0.0221627254183584,1,0,0,0,0,0,-0.114798077881723,0.232721760773747,0.0336539959262139,0.0221627254183584,1,0,0,0,0,0,25.0423122863443,2789.99715541276,0.0336539959262139,0.0221627254183584,1,0,0,0,0,0,2.49310220442498E-05,0.00162218087284775,0.00024689277765996,2,0.230794239779464,8.35247637085512,-0.0016445612396734,0.0562537283228759,3.8872051898041E-06,0.000126279390127228,-3.04958381937899E-09,9.44841086497288E-08,,1.06878051486508E-16,0,0.00196693247829804,18403521124693.6,0.000334850337450499,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000875317974923684,2047,-0.00109161450337436,0,0,Meas_00005,1000,m_oMeasOptDensity,105501762186546,1024,102,1945,971.7634,,0,,02/23/2016,2016-02-23 02:56:42,02:56:42,02/23/2016,2016-02-23 02:56:52,02:56:52,24.99,01:00:00,5,-1,02/23/2016 02:56:47,1,2459.18067542445,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921.7634
1.35710610486126,0.152553931502772,0.00402761828951258,0.0234208099785358,1,0,0,0,0,0,-3116129.90433327,2163552.36312045,0.00402761828951258,0.0234208099785358,1,0,0,0,0,0,-0.0967458703266748,0.228012348629941,0.00402761828951258,0.0234208099785358,1,0,0,0,0,0,-775.459008707539,2701.59130451589,0.00402761828951258,0.0234208099785358,1,0,0,0,0,0,2.3333809697061E-05,0.00140390602056046,0.000238853259074628,1,5.19811865721907,8.05427439941685,-0.0351269819909624,0.054243954369803,7.91110476542462E-05,0.000121764676882343,-5.93794268202391E-08,9.11037763435259E-08,,-2.16809761586917E-16,0,0.00197655266153252,-9116529841946.89,0.000327607007163551,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.00080272005915405,2047,-0.00117383260237847,0,0,Meas_00006,1000,m_oMeasOptDensity,45206304448.7986,1024,102,1945,971.7734,,0,,02/23/2016,2016-02-23 02:56:53,02:56:53,02/23/2016,2016-02-23 02:57:03,02:57:03,25.05,01:00:00,6,-1,02/23/2016 02:56:58,1,2459.72324327056,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921.7734
1.32662050482102,0.159820799865913,0.0258287521193667,0.024095117841327,1,0,0,0,0,0,-4743744.69443031,2266883.93139099,0.0258287521193667,0.024095117841327,1,0,0,0,0,0,0.0282667448093293,0.236145847804547,0.0258287521193667,0.024095117841327,1,0,0,0,0,0,-332.544778273647,2828.48283066337,0.0258287521193667,0.024095117841327,1,0,0,0,0,0,2.56029832235566E-05,0.00149820849433724,0.00025019788365523,2,-0.510376696024038,8.45305138249092,0.00345059827474392,0.05693097673411,-7.78330351233275E-06,0.000127799419115097,5.85714105680496E-09,9.56212167176821E-08,,7.41602806232914E-18,0,0.00193197110588161,260512917378962,0.000339190492957717,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000916162495251172,2047,-0.00101580861063044,0,0,Meas_00007,1000,m_oMeasOptDensity,0,1024,102,1945,971785,,0,,02/23/2016,2016-02-23 02:57:04,02:57:04,02/23/2016,2016-02-23 02:57:14,02:57:14,25.11,01:00:00,7,-1,02/23/2016 02:57:09,1,2459.71591938181,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921785
1.31267473552912,0.152613179791482,0.0405661737818184,0.0223534756017541,1,0,0,0,0,0,-5943756.26369764,2164771.22605728,0.0405661737818184,0.0223534756017541,1,0,0,0,0,0,-0.047740397666686,0.223565089413629,0.0405661737818184,0.0223534756017541,1,0,0,0,0,0,46.6421648997928,2699.75789929911,0.0405661737818184,0.0223534756017541,1,0,0,0,0,0,2.33343377602919E-05,0.00176078800978578,0.000238855961919036,2,2.81400095550836,8.09211549553956,-0.0189818877959936,0.0545010643970681,4.26704393623137E-05,0.000122346921309952,-3.19660389626329E-08,9.15432397465872E-08,,-8.94285736927926E-17,0,0.00222881983865908,-24922904913093.9,0.0003262240795319,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000953230349509004,2047,-0.00127558948915008,0,0,Meas_00008,1000,m_oMeasOptDensity,0,1024,102,1945,971.7317,,0,,02/23/2016,2016-02-23 02:57:15,02:57:15,02/23/2016,2016-02-23 02:57:25,02:57:25,25.18,01:00:00,8,-1,02/23/2016 02:57:20,1,2459.25167547616,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921.7317
1.28892579004034,0.158809950987399,0.0627009011502606,0.0250860583619108,1,0,0,0,0,0,-3771492.4754521,2252885.34018632,0.0627009011502606,0.0250860583619108,1,0,0,0,0,0,0.140076295501731,0.231078258977395,0.0627009011502606,0.0250860583619108,1,0,0,0,0,0,-477.333959490251,2808.56012762453,0.0627009011502606,0.0250860583619108,1,0,0,0,0,0,2.52626612805954E-05,0.00148075530830742,0.000248529470314832,3,-2.1896313983091,8.44005754519791,0.0147837792068666,0.0568452973705868,-3.32781758145975E-05,0.000127611217151977,2.49741342203191E-08,9.54835052650893E-08,,-1.48320561246583E-16,0,0.00177510677604142,-11968042469110.6,0.00032520685851088,1308002U1,0,10,1161,753,OpticalDensity,0,2460.43487215367,1024,1211,703,0.000856652023777604,2047,-0.00091845475226382,0,0,Meas_00009,1000,m_oMeasOptDensity,42658438472.6588,1024,102,1945,971765,,0,,02/23/2016,2016-02-23 02:57:26,02:57:26,02/23/2016,2016-02-23 02:57:36,02:57:36,25.24,01:00:00,9,-1,02/23/2016 02:57:31,1,2460.10399343145,0.0000000,0.0000000,02/22/2016 15:48:16,4,3,921765
