Fit Coefficient (NO2),Fit Coefficient Error (NO2),Shift (NO2),Shift Error (NO2),Squeeze (NO2),Squeeze Error (NO2),Quadratic Squeeze (NO2),Quadratic Squeeze Error (NO2),Cubic Squeeze (NO2),Cubic Squeeze Error (NO2),Fit Coefficient (H2O),Fit Coefficient Error (H2O),Shift (H2O),Shift Error (H2O),Squeeze (H2O),Squeeze Error (H2O),Quadratic Squeeze (H2O),Quadratic Squeeze Error (H2O),Cubic Squeeze (H2O),Cubic Squeeze Error (H2O),Fit Coefficient (CHOCHO),Fit Coefficient Error (CHOCHO),Shift (CHOCHO),Shift Error (CHOCHO),Squeeze (CHOCHO),Squeeze Error (CHOCHO),Quadratic Squeeze (CHOCHO),Quadratic Squeeze Error (CHOCHO),Cubic Squeeze (CHOCHO),Cubic Squeeze Error (CHOCHO),Fit Coefficient (O3),Fit Coefficient Error (O3),Shift (O3),Shift Error (O3),Squeeze (O3),Squeeze Error (O3),Quadratic Squeeze (O3),Quadratic Squeeze Error (O3),Cubic Squeeze (O3),Cubic Squeeze Error (O3),Chi Square,Delta,RMS,FitSteps,Poly. Coeff. 0,Poly. Coeff. Error 0,Poly. Coeff. 1,Poly. Coeff. Error 1,Poly. Coeff. 2,Poly. Coeff. Error 2,Poly. Coeff. 3,Poly. Coeff. Error 3,Author,Average,AzimuthAngle,Delta,DeltaRel,Deviation,Device,ElevationAngle,ExposureTime,FitHigh,FitLow,IntensityScale,Latitude,LightPath,LightSource,Longitude,Marker,MathHigh,MathLow,Max,MaxChannel,Min,MinChannel,MultiChannelCounter,Name,NumScans,ObjectKey,OpticalDensity,OpticalDensityCenter,OpticalDensityLeft,OpticalDensityRight,Pressure,Remark,ScanMax,Site,StartDate,StartDateAndTime,StartTime,StopDate,StopDateAndTime,StopTime,TemperatureAmbient,TimeZoneOffset,UserParam1,UserParam2,UserParam3,UserParam4,UserParam5,UserParam6,UserParam7,UserParam8,Variance
2.66530114499029,0.0482785604253158,0.179162275874675,0.00777944966557242,1,0,0,0,0,0,1558345.04882585,689284.72921769,0.179162275874675,0.00777944966557242,1,0,0,0,0,0,-0.0845207462556737,0.0675712093507672,0.179162275874675,0.00777944966557242,1,0,0,0,0,0,3665.98101680008,855.794805700289,0.179162275874675,0.00777944966557242,1,0,0,0,0,0,1.18968821008787E-05,0.00092367324557309,0.000170551250203307,3,8.75530132502282,5.63789638324766,-0.0589042399219088,0.0379908348645594,0.000132087591804238,8.53267417254329E-05,-9.87228409989696E-08,6.38757595935941E-08,20140221,-1.17380290501964E-18,0,0.00259341885621691,-2.20941594634537E+15,0.00046516473918322,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9936751681145606,0,1024,1300,650,0.00105433281760985,2047,-0.00153908603860706,0,0,0,1,0,431410083584219,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:41:01,21:41:01,02/21/2016,2016-02-21 21:41:31,21:41:31,25,01:00:00,02/21/2016 21:41:16,20,02/21/2016 21:38:55,129672.20255175702,2453.457483110998,3,1,,2.16378234579393E-07
2.83884111991627,0.046722602907226,0.180865323934152,0.00704288876893664,1,0,0,0,0,0,2423310.02819442,666913.675832265,0.180865323934152,0.00704288876893664,1,0,0,0,0,0,-0.0601469911191935,0.0652459530541148,0.180865323934152,0.00704288876893664,1,0,0,0,0,0,3880.57096123527,828.087550167927,0.180865323934152,0.00704288876893664,1,0,0,0,0,0,1.11344402283872E-05,0.000997740582055562,0.000164995667338706,4,8.21814231396204,5.47243839727662,-0.0552680381480788,0.0368760873335728,0.00012388276079796,8.2823456067133E-05,-9.25516928321042E-08,6.20021054769898E-08,20140221,1.81199994418468E-19,0,0.00287848100287915,1.58856572381096E+16,0.00049611062110152,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9928444921176898,0,1024,1300,650,0.00116637332024802,2047,-0.00171210768263113,0,0,1,1,1,675363388347508,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:43:33,21:43:33,02/21/2016,2016-02-21 21:44:03,21:44:03,25,01:00:00,02/21/2016 21:43:48,20,02/21/2016 21:38:55,129672.20255175702,2451.4064826372414,3,1,,2.46125748369736E-07
3.27435991366973,0.0499010334049383,0.182969545502936,0.00652270186852678,1,0,0,0,0,0,2787893.21288614,711862.399422386,0.182969545502936,0.00652270186852678,1,0,0,0,0,0,-0.0332438590602027,0.0695826750350363,0.182969545502936,0.00652270186852678,1,0,0,0,0,0,3393.60954060128,883.900384244465,0.182969545502936,0.00652270186852678,1,0,0,0,0,0,1.26788839820601E-05,0.000986682509343301,0.000176067363067432,4,6.84671475137051,5.83177740412894,-0.0460689267647265,0.0392975577329935,0.000103317008189279,8.82622048138521E-05,-7.72278066933945E-08,6.6073693915667E-08,20140221,4.92970573050245E-20,0,0.00330832439053989,6.71099771751021E+16,0.000554327257577108,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9921969210110762,0,1024,1300,650,0.00124989125719012,2047,-0.00205843313334978,0,0,2,1,2,187512635465698,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:46:04,21:46:04,02/21/2016,2016-02-21 21:46:34,21:46:34,25,01:00:00,02/21/2016 21:46:19,20,02/21/2016 21:38:55,129672.20255175702,2449.8075816801183,3,1,,3.07278708492958E-07
3.55987974014207,0.0517908934031157,0.18118564535966,0.00624852526807572,1,0,0,0,0,0,2144575.0108305,738539.120119438,0.18118564535966,0.00624852526807572,1,0,0,0,0,0,-0.0860156233077519,0.0722455858567862,0.18118564535966,0.00624852526807572,1,0,0,0,0,0,3541.54362860343,917.003759483413,0.18118564535966,0.00624852526807572,1,0,0,0,0,0,1.36420001282763E-05,0.000987343528917623,0.000182632208388747,4,6.39410640613361,6.05488470278402,-0.0430356443954182,0.0408009166902997,9.65426029914837E-05,9.1638618161182E-05,-7.21858687193906E-08,6.86012019708524E-08,20140221,-2.90452932229604E-19,0,0.00340939975927736,-1.1738217731547E+16,0.000596564844151799,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9921486764780544,0,1024,1300,650,0.0014608694773486,2047,-0.00194853028192876,0,0,3,1,3,244202850256735,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:48:35,21:48:35,02/21/2016,2016-02-21 21:49:05,21:49:05,25,01:00:00,02/21/2016 21:48:50,20,02/21/2016 21:38:55,129672.20255175702,2449.688462359882,3,1,,3.5588961327786E-07
3.79818497307013,0.0499885109976602,0.184630649587375,0.00564244345612844,1,0,0,0,0,0,2837048.16452134,712604.814354602,0.184630649587375,0.00564244345612844,1,0,0,0,0,0,-0.0933821173148451,0.0696161000037134,0.184630649587375,0.00564244345612844,1,0,0,0,0,0,3343.02083449134,884.825526324165,0.184630649587375,0.00564244345612844,1,0,0,0,0,0,1.2696846111267E-05,0.00136347907901136,0.000176192035925791,4,8.4082463169351,5.8369175888955,-0.0566072310820171,0.0393322468505497,0.000127023273706235,8.83402341653745E-05,-9.5003527638341E-08,6.61321962195203E-08,20140221,1.3323529001358E-20,0,0.00374656164172453,2.81198895678665E+17,0.000633923201599037,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9914247537510046,0,1024,1300,650,0.00150915843080705,2047,-0.00223740321091748,0,0,4,1,4,377546887515974,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:51:07,21:51:07,02/21/2016,2016-02-21 21:51:37,21:51:37,25,01:00:00,02/21/2016 21:51:22,20,02/21/2016 21:38:55,129672.20255175702,2447.9010436048734,3,1,,4.01858625525573E-07
3.53417295484506,0.0527444520093441,0.183567241345905,0.00640010426988454,1,0,0,0,0,0,2556093.13976989,752162.315650896,0.183567241345905,0.00640010426988454,1,0,0,0,0,0,-0.130493707571444,0.0735903730920494,0.183567241345905,0.00640010426988454,1,0,0,0,0,0,3454.96275590162,933.897710922682,0.183567241345905,0.00640010426988454,1,0,0,0,0,0,1.41505180122624E-05,0.00114373178204298,0.000186004949734432,3,10.1464635283231,6.15404013571474,-0.0683464540571486,0.0414690400317521,0.000153448364069293,9.31391417474525E-05,-1.14829542608901E-07,6.97244484694682E-08,20140221,-3.85049988139245E-19,0,0.00332968555962959,-8.64741114710923E+15,0.000594931877462967,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9914913281351635,0,1024,1300,650,0.00129624994861689,2047,-0.0020334356110127,0,0,5,1,5,0,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:53:38,21:53:38,02/21/2016,2016-02-21 21:54:08,21:54:08,25,01:00:00,02/21/2016 21:53:53,20,02/21/2016 21:38:55,129672.20255175702,2448.0654206832583,3,1,,3.53943938821611E-07
3.45509431525761,0.0507916165290371,0.178646992782226,0.00630690508403232,1,0,0,0,0,0,2397681.65555032,724393.125645616,0.178646992782226,0.00630690508403232,1,0,0,0,0,0,-0.116586005348261,0.0709231961421242,0.178646992782226,0.00630690508403232,1,0,0,0,0,0,3240.53114820269,899.422075731032,0.178646992782226,0.00630690508403232,1,0,0,0,0,0,1.31261827553758E-05,0.00100812820702797,0.000179146187107138,4,10.3908222332743,5.94132435367879,-0.069921836451374,0.0400356188711505,0.000156827085625753,8.99196033811418E-05,-1.17239719010144E-07,6.73142150341538E-08,20140221,8.92676443090984E-20,0,0.00348032911323091,3.89875765196616E+16,0.000583557631871782,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.992033687210211,0,1024,1300,650,0.00142283703902484,2047,-0.00205749207420607,0,0,6,1,6,190809496790014,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:56:09,21:56:09,02/21/2016,2016-02-21 21:56:39,21:56:39,25,01:00:00,02/21/2016 21:56:24,20,02/21/2016 21:38:55,129672.20255175702,2449.4045453528756,3,1,,3.40539509715803E-07
2.8538914372285,0.0464463604307719,0.182087733189604,0.00695965438851352,1,0,0,0,0,0,2577643.04891993,662958.04951541,0.182087733189604,0.00695965438851352,1,0,0,0,0,0,-0.0435951221403834,0.0649286539948251,0.182087733189604,0.00695965438851352,1,0,0,0,0,0,3498.99453403291,823.144477790225,0.182087733189604,0.00695965438851352,1,0,0,0,0,0,1.10026249108064E-05,0.00116517437406002,0.000164016102415218,3,5.92959036038582,5.43590707041237,-0.0399192302534713,0.0366298314570576,8.95746070329548E-05,8.22701659599454E-05,-6.69935755497969E-08,6.1587758312567E-08,20140221,9.83276440300218E-19,0,0.00291549012975195,2.96507676809767E+15,0.000488769898062886,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9926640232663991,0,1024,1300,650,0.00125366503257809,2047,-0.00166182509717386,0,0,7,1,7,2332277849994.47,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 21:58:40,21:58:40,02/21/2016,2016-02-21 21:59:10,21:59:10,25,01:00:00,02/21/2016 21:58:55,20,02/21/2016 21:38:55,129672.20255175702,2450.9608916957795,3,1,,2.38896013252404E-07
2.04215429466595,0.0470271832308125,0.188089183237283,0.00985250232202316,1,0,0,0,0,0,1735178.75593058,671975.179509303,0.188089183237283,0.00985250232202316,1,0,0,0,0,0,-0.0647954214592413,0.0655555634574972,0.188089183237283,0.00985250232202316,1,0,0,0,0,0,3255.7231812261,834.455505611098,0.188089183237283,0.00985250232202316,1,0,0,0,0,0,1.13154607110683E-05,0.00103672621459876,0.0001663314856072,4,7.98379817168529,5.51351786971585,-0.0537007649553398,0.037153119786574,0.00012039070261205,8.34461670995301E-05,-8.99595313553042E-08,6.24686494708507E-08,20140221,3.06441167031233E-19,0,0.00222215201552769,7.25148007056506E+15,0.000379307493751599,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9939233627034264,0,1024,1300,650,0.000877561391427834,2047,-0.00134459062409985,0,0,8,1,8,175341381046519,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 22:01:12,22:01:12,02/21/2016,2016-02-21 22:01:42,22:01:42,25,01:00:00,02/21/2016 22:01:27,20,02/21/2016 21:38:55,129672.20255175702,2454.0702939075845,3,1,,1.4387417481612E-07
2.64439342392207,0.0511671067850678,0.185680180494929,0.00830364679282822,1,0,0,0,0,0,1624208.08531984,730542.265477083,0.185680180494929,0.00830364679282822,1,0,0,0,0,0,0.00153586369513662,0.0713430069035086,0.185680180494929,0.00830364679282822,1,0,0,0,0,0,3687.32891562556,907.146591597645,0.185680180494929,0.00830364679282822,1,0,0,0,0,0,1.33636131388508E-05,0.00105811687577791,0.000180759151234151,4,7.32226294165577,5.99545210843486,-0.0492341234777715,0.0404005753163887,0.000110339906269189,9.07397846919279E-05,-8.24223085148483E-08,6.79285801110884E-08,20140221,1.09252937811135E-19,0,0.00279943914635811,2.56234679125744E+16,0.000463589242997583,1308002U1,0,10,1161,753,OpticalDensity,0,0,0.9931910818744286,0,1024,1300,650,0.00113571750881963,2047,-0.00166372163753848,0,0,9,1,9,311454579364705,1024,102,1945,1013,,0,,02/21/2016,2016-02-21 22:03:43,22:03:43,02/21/2016,2016-02-21 22:04:13,22:04:13,25,01:00:00,02/21/2016 22:03:58,20,02/21/2016 21:38:55,129672.20255175702,2452.2622383806943,3,1,,2.14914986223072E-07
